track_album_name,instrumentalness,tempo,id,speechiness,track_name,playlist_id,valence,type,playlist_genre,track_album_id,loudness,danceability,track_album_release_date,analysis_url,track_popularity,track_id,track_href,liveness,time_signature,playlist_subgenre,uri,track_artist,playlist_name,key,mode,duration_ms,acousticness,energy
Unknow,0.706,130.008,7jhpUQKruexsCUGJWL1CLJ,0.0418,Golden Hour,54uNB5xGn23ZxdXR1wu84J,0.0946,audio_features,electronic,6etmeLC4ASQe38IOiKcm1t,-17.081,0.484,2024-09-13,https://api.spotify.com/v1/audio-analysis/7jhpUQKruexsCUGJWL1CLJ,9,7jhpUQKruexsCUGJWL1CLJ,https://api.spotify.com/v1/tracks/7jhpUQKruexsCUGJWL1CLJ,0.0738,4,nordic,spotify:track:7jhpUQKruexsCUGJWL1CLJ,Garrett Vandenberg,Nordic Electronica,7,1,160881,0.906,0.128
The Distance Between Us,0.848,69.935,0sCt59oICqnXl3S2a6THtR,0.0379,The Distance Between Us III,54uNB5xGn23ZxdXR1wu84J,0.177,audio_features,electronic,1kZMaxClzCmCkO6gvDkIcq,-26.427,0.16,2024-08-09,https://api.spotify.com/v1/audio-analysis/0sCt59oICqnXl3S2a6THtR,14,0sCt59oICqnXl3S2a6THtR,https://api.spotify.com/v1/tracks/0sCt59oICqnXl3S2a6THtR,0.108,4,nordic,spotify:track:0sCt59oICqnXl3S2a6THtR,Alfonso Peduto,Nordic Electronica,1,0,152309,0.968,0.0647
Elision,0.836,109.903,1drE1yyx3iSbTbn55SAGOT,0.0343,The Fig Tree,54uNB5xGn23ZxdXR1wu84J,0.0783,audio_features,electronic,6orXM32rO2JFSt60ZWyp4p,-18.423,0.382,2020-10-09,https://api.spotify.com/v1/audio-analysis/1drE1yyx3iSbTbn55SAGOT,35,1drE1yyx3iSbTbn55SAGOT,https://api.spotify.com/v1/tracks/1drE1yyx3iSbTbn55SAGOT,0.094,4,nordic,spotify:track:1drE1yyx3iSbTbn55SAGOT,Jakob Ahlbom,Nordic Electronica,7,1,155697,0.976,0.0637
Through the Trees,0.918,67.141,2GM5AVjb5D0cWdarRsmj0Z,0.0326,Through the Trees,54uNB5xGn23ZxdXR1wu84J,0.0361,audio_features,electronic,5KwVg433WjhqhvVItdhu16,-21.19,0.202,2024-08-16,https://api.spotify.com/v1/audio-analysis/2GM5AVjb5D0cWdarRsmj0Z,30,2GM5AVjb5D0cWdarRsmj0Z,https://api.spotify.com/v1/tracks/2GM5AVjb5D0cWdarRsmj0Z,0.101,3,nordic,spotify:track:2GM5AVjb5D0cWdarRsmj0Z,"Raphah, We Dream of Eden",Nordic Electronica,4,1,216053,0.884,0.151
Song For O,0.951,53.829,0e7clPAilf8eHxniTElPms,0.035,Song For O,54uNB5xGn23ZxdXR1wu84J,0.246,audio_features,electronic,4sEqjxGF7X7J0YeHIqMr74,-28.77,0.426,2022-03-29,https://api.spotify.com/v1/audio-analysis/0e7clPAilf8eHxniTElPms,11,0e7clPAilf8eHxniTElPms,https://api.spotify.com/v1/tracks/0e7clPAilf8eHxniTElPms,0.0978,4,nordic,spotify:track:0e7clPAilf8eHxniTElPms,Ward Dhoore,Nordic Electronica,6,0,179003,0.991,0.0254
Sense of Perception,0.782,73.003,5sM3sfrkHJVgxhiOOiic1v,0.0465,Sense of Perception,54uNB5xGn23ZxdXR1wu84J,0.248,audio_features,electronic,4Juw4BPa3lRn5cY98wDXFz,-25.129,0.173,2024-07-21,https://api.spotify.com/v1/audio-analysis/5sM3sfrkHJVgxhiOOiic1v,15,5sM3sfrkHJVgxhiOOiic1v,https://api.spotify.com/v1/tracks/5sM3sfrkHJVgxhiOOiic1v,0.111,4,nordic,spotify:track:5sM3sfrkHJVgxhiOOiic1v,Charlie Ryder,Nordic Electronica,6,1,270157,0.907,0.0331
Eyries,0.81,97.609,77Xol1KVWfGYBwBEP3FzlT,0.0373,Eyries,54uNB5xGn23ZxdXR1wu84J,0.0392,audio_features,electronic,74goDECF1R9QUvc504Jh3V,-16.924,0.188,2023-10-13,https://api.spotify.com/v1/audio-analysis/77Xol1KVWfGYBwBEP3FzlT,31,77Xol1KVWfGYBwBEP3FzlT,https://api.spotify.com/v1/tracks/77Xol1KVWfGYBwBEP3FzlT,0.0754,4,nordic,spotify:track:77Xol1KVWfGYBwBEP3FzlT,"Jakob Ahlbom, Hanna Ekström, Anna Dager",Nordic Electronica,2,0,187390,0.966,0.122
Exist,0.933,124.035,43zP7NSI8gSvjFlY5zXsLh,0.0418,Exist,54uNB5xGn23ZxdXR1wu84J,0.0861,audio_features,electronic,6OYJaMgTlTF0AaH4KWJOkB,-33.191,0.489,2024-06-28,https://api.spotify.com/v1/audio-analysis/43zP7NSI8gSvjFlY5zXsLh,14,43zP7NSI8gSvjFlY5zXsLh,https://api.spotify.com/v1/tracks/43zP7NSI8gSvjFlY5zXsLh,0.128,4,nordic,spotify:track:43zP7NSI8gSvjFlY5zXsLh,Giuliano Poles,Nordic Electronica,4,0,159677,0.962,0.0277
Haven of the Heart,0.952,90.792,4wigSfbdWq48IotTxWxnZ0,0.0373,Distant Memory,54uNB5xGn23ZxdXR1wu84J,0.0367,audio_features,electronic,1KOfuwrod1QEjr5o53YwuO,-19.741,0.102,2024-09-20,https://api.spotify.com/v1/audio-analysis/4wigSfbdWq48IotTxWxnZ0,38,4wigSfbdWq48IotTxWxnZ0,https://api.spotify.com/v1/tracks/4wigSfbdWq48IotTxWxnZ0,0.0794,5,nordic,spotify:track:4wigSfbdWq48IotTxWxnZ0,"Simon Wester, We Dream of Eden",Nordic Electronica,0,1,195280,0.914,0.204
Sun,0.95,57.353,0SbQl7LPw4qtwF9wf1sKKp,0.0403,Sun,54uNB5xGn23ZxdXR1wu84J,0.0389,audio_features,electronic,0jz2n8ruAOM8MSKQAibPxP,-23.323,0.129,2023-12-22,https://api.spotify.com/v1/audio-analysis/0SbQl7LPw4qtwF9wf1sKKp,13,0SbQl7LPw4qtwF9wf1sKKp,https://api.spotify.com/v1/tracks/0SbQl7LPw4qtwF9wf1sKKp,0.0837,3,nordic,spotify:track:0SbQl7LPw4qtwF9wf1sKKp,"Sun Rain, Alaskan Tapes",Nordic Electronica,0,1,182000,0.904,0.105
Autonomy,0.837,98.021,6q15E1X7HVxn4YMir8YjSG,0.0369,Ecosystem,54uNB5xGn23ZxdXR1wu84J,0.0342,audio_features,electronic,2l2iXpsrx5BVYqUb2hkpcg,-13.959,0.192,2023-12-01,https://api.spotify.com/v1/audio-analysis/6q15E1X7HVxn4YMir8YjSG,13,6q15E1X7HVxn4YMir8YjSG,https://api.spotify.com/v1/tracks/6q15E1X7HVxn4YMir8YjSG,0.0752,3,nordic,spotify:track:6q15E1X7HVxn4YMir8YjSG,"Jakob Ahlbom, Anna Dager, Hanna Ekström",Nordic Electronica,5,1,149476,0.621,0.296
New Mercies,0.817,70.798,7m11ZzNMFpQa7OM7Zg49UO,0.0415,New Mercies,54uNB5xGn23ZxdXR1wu84J,0.131,audio_features,electronic,7657mMTUZ3stfpNUR1pow9,-23.796,0.121,2024-09-13,https://api.spotify.com/v1/audio-analysis/7m11ZzNMFpQa7OM7Zg49UO,14,7m11ZzNMFpQa7OM7Zg49UO,https://api.spotify.com/v1/tracks/7m11ZzNMFpQa7OM7Zg49UO,0.0841,3,nordic,spotify:track:7m11ZzNMFpQa7OM7Zg49UO,Anneline Hugo,Nordic Electronica,9,1,185333,0.979,0.0519
/,0.958,121.821,3yB3N2B6TgVkJTFgqi5kpm,0.0382,Finally,54uNB5xGn23ZxdXR1wu84J,0.0971,audio_features,electronic,0La1Xye1t2tO30Fzp3LhD2,-15.957,0.352,2024-06-21,https://api.spotify.com/v1/audio-analysis/3yB3N2B6TgVkJTFgqi5kpm,9,3yB3N2B6TgVkJTFgqi5kpm,https://api.spotify.com/v1/tracks/3yB3N2B6TgVkJTFgqi5kpm,0.0913,4,nordic,spotify:track:3yB3N2B6TgVkJTFgqi5kpm,Jaap Mol,Nordic Electronica,1,0,189330,0.978,0.139
Run,0.779,133.731,1NRSkXm8rBpSBcADcVbcWM,0.0359,Run,54uNB5xGn23ZxdXR1wu84J,0.0385,audio_features,electronic,3lEAjurZQyOUn5hhplBDc1,-23.702,0.382,2024-10-17,https://api.spotify.com/v1/audio-analysis/1NRSkXm8rBpSBcADcVbcWM,19,1NRSkXm8rBpSBcADcVbcWM,https://api.spotify.com/v1/tracks/1NRSkXm8rBpSBcADcVbcWM,0.0713,4,nordic,spotify:track:1NRSkXm8rBpSBcADcVbcWM,"Fryderyk HD, Lilibet",Nordic Electronica,0,1,205075,0.802,0.141
Hoarfrost,0.843,82.398,39KexjBaBYo5X0Mhosvlv3,0.0412,Hoarfrost,54uNB5xGn23ZxdXR1wu84J,0.0501,audio_features,electronic,4lkYlaflxMCK982cbfknlO,-20.259,0.265,2024-10-25,https://api.spotify.com/v1/audio-analysis/39KexjBaBYo5X0Mhosvlv3,21,39KexjBaBYo5X0Mhosvlv3,https://api.spotify.com/v1/tracks/39KexjBaBYo5X0Mhosvlv3,0.0975,4,nordic,spotify:track:39KexjBaBYo5X0Mhosvlv3,PuzzleWaves,Nordic Electronica,7,1,203133,0.941,0.335
Lakewood,0.9,97.16,2oo3KEhjZ0DWnptQVrho9x,0.0333,Lakewood,54uNB5xGn23ZxdXR1wu84J,0.0656,audio_features,electronic,2x09iCzwsXevCR0nD3ERcB,-21.0,0.401,2024-10-25,https://api.spotify.com/v1/audio-analysis/2oo3KEhjZ0DWnptQVrho9x,21,2oo3KEhjZ0DWnptQVrho9x,https://api.spotify.com/v1/tracks/2oo3KEhjZ0DWnptQVrho9x,0.111,4,nordic,spotify:track:2oo3KEhjZ0DWnptQVrho9x,Adalione,Nordic Electronica,1,1,165773,0.977,0.131
Northern,0.967,52.248,06MlFhCl7jYNOlHgmNsooS,0.0452,Northern,54uNB5xGn23ZxdXR1wu84J,0.0354,audio_features,electronic,3yk1zdK7Cq1bH07oIMD39N,-24.963,0.0642,2024-10-10,https://api.spotify.com/v1/audio-analysis/06MlFhCl7jYNOlHgmNsooS,35,06MlFhCl7jYNOlHgmNsooS,https://api.spotify.com/v1/tracks/06MlFhCl7jYNOlHgmNsooS,0.302,4,nordic,spotify:track:06MlFhCl7jYNOlHgmNsooS,Sailsetter,Nordic Electronica,2,1,166000,0.93,0.0503
Altitude,0.955,115.856,1dlnJ8vwei1A01CZaUIhOw,0.041,Altitude,54uNB5xGn23ZxdXR1wu84J,0.0385,audio_features,electronic,2AORelQVjxQzyq1FEISxfM,-23.757,0.219,2024-01-12,https://api.spotify.com/v1/audio-analysis/1dlnJ8vwei1A01CZaUIhOw,14,1dlnJ8vwei1A01CZaUIhOw,https://api.spotify.com/v1/tracks/1dlnJ8vwei1A01CZaUIhOw,0.0789,4,nordic,spotify:track:1dlnJ8vwei1A01CZaUIhOw,Beneath The Mountain,Nordic Electronica,1,1,215073,0.975,0.0745
Time No Time,0.915,160.113,2xe2tDFUTfVN0XaOPOz1ei,0.0302,Sand Castle,54uNB5xGn23ZxdXR1wu84J,0.0615,audio_features,electronic,2Db2Uq7JUF9efO0z2v2TX6,-19.041,0.419,2024-04-19,https://api.spotify.com/v1/audio-analysis/2xe2tDFUTfVN0XaOPOz1ei,11,2xe2tDFUTfVN0XaOPOz1ei,https://api.spotify.com/v1/tracks/2xe2tDFUTfVN0XaOPOz1ei,0.0959,4,nordic,spotify:track:2xe2tDFUTfVN0XaOPOz1ei,Taisen,Nordic Electronica,10,0,215293,0.961,0.072
Be Holy As I Am Holy,0.859,68.788,3BFXjrK3jMRC98lw4NtIMt,0.0298,Be Holy As I Am Holy,54uNB5xGn23ZxdXR1wu84J,0.0358,audio_features,electronic,2sNMHjCyX8VNF7LmHEgW1O,-20.511,0.331,2023-08-25,https://api.spotify.com/v1/audio-analysis/3BFXjrK3jMRC98lw4NtIMt,6,3BFXjrK3jMRC98lw4NtIMt,https://api.spotify.com/v1/tracks/3BFXjrK3jMRC98lw4NtIMt,0.0749,4,nordic,spotify:track:3BFXjrK3jMRC98lw4NtIMt,Clean Hands / Pure Heart,Nordic Electronica,4,1,267000,0.889,0.131
Fleurir,0.888,153.992,3xjeKunRiFDFbpX6STF44I,0.0374,Fleurir,54uNB5xGn23ZxdXR1wu84J,0.13,audio_features,electronic,6VlaMpNJh9TpK6ngmZmdxD,-21.456,0.23,2024-05-12,https://api.spotify.com/v1/audio-analysis/3xjeKunRiFDFbpX6STF44I,5,3xjeKunRiFDFbpX6STF44I,https://api.spotify.com/v1/tracks/3xjeKunRiFDFbpX6STF44I,0.0864,3,nordic,spotify:track:3xjeKunRiFDFbpX6STF44I,Libby Flores,Nordic Electronica,5,1,279528,0.966,0.149
Nostalgia,0.905,120.408,5KJr7WuU0dQBixGsNYLzy8,0.0379,Nostalgia,54uNB5xGn23ZxdXR1wu84J,0.0388,audio_features,electronic,0eBiaJFgtAxEHQeUlHWDPS,-19.336,0.345,2024-03-26,https://api.spotify.com/v1/audio-analysis/5KJr7WuU0dQBixGsNYLzy8,17,5KJr7WuU0dQBixGsNYLzy8,https://api.spotify.com/v1/tracks/5KJr7WuU0dQBixGsNYLzy8,0.107,4,nordic,spotify:track:5KJr7WuU0dQBixGsNYLzy8,Libby Flores,Nordic Electronica,11,0,125989,0.493,0.154
Chasing Dusk,0.829,90.479,5lrMIzERbn0kjiJCJbXzPD,0.0335,Chasing Dusk,54uNB5xGn23ZxdXR1wu84J,0.0568,audio_features,electronic,17yk3o2jSRYirgRpiehwF4,-26.337,0.367,2024-10-21,https://api.spotify.com/v1/audio-analysis/5lrMIzERbn0kjiJCJbXzPD,7,5lrMIzERbn0kjiJCJbXzPD,https://api.spotify.com/v1/tracks/5lrMIzERbn0kjiJCJbXzPD,0.0958,4,nordic,spotify:track:5lrMIzERbn0kjiJCJbXzPD,Libby Flores,Nordic Electronica,9,0,175039,0.904,0.0953
Lost Love,0.958,80.163,4AlzQpZ9G6uJl4ulFm2G63,0.0443,Lost Love,54uNB5xGn23ZxdXR1wu84J,0.0895,audio_features,electronic,2z47ahuxEfzTzT5K4pNVAv,-24.59,0.17,2024-09-13,https://api.spotify.com/v1/audio-analysis/4AlzQpZ9G6uJl4ulFm2G63,16,4AlzQpZ9G6uJl4ulFm2G63,https://api.spotify.com/v1/tracks/4AlzQpZ9G6uJl4ulFm2G63,0.109,4,nordic,spotify:track:4AlzQpZ9G6uJl4ulFm2G63,Ben Laver,Nordic Electronica,6,1,237273,0.977,0.0135
Landscapes,0.862,113.419,1EcN9Kmr5GG3u49STIRUfg,0.0399,Landscapes,54uNB5xGn23ZxdXR1wu84J,0.152,audio_features,electronic,6y9jGbeXotItLQEF3834kz,-24.397,0.532,2024-11-01,https://api.spotify.com/v1/audio-analysis/1EcN9Kmr5GG3u49STIRUfg,24,1EcN9Kmr5GG3u49STIRUfg,https://api.spotify.com/v1/tracks/1EcN9Kmr5GG3u49STIRUfg,0.121,3,nordic,spotify:track:1EcN9Kmr5GG3u49STIRUfg,Uutela,Nordic Electronica,3,1,137579,0.986,0.152
A Short Dream About Jupiter,0.896,80.745,6SHYWlXSjSNx1fgFLFrLij,0.0388,Coasting,54uNB5xGn23ZxdXR1wu84J,0.0364,audio_features,electronic,45Py8LR6QZJatZPvbXvS9F,-16.111,0.127,2023-11-03,https://api.spotify.com/v1/audio-analysis/6SHYWlXSjSNx1fgFLFrLij,12,6SHYWlXSjSNx1fgFLFrLij,https://api.spotify.com/v1/tracks/6SHYWlXSjSNx1fgFLFrLij,0.0937,4,nordic,spotify:track:6SHYWlXSjSNx1fgFLFrLij,Euan Dalgarno,Nordic Electronica,1,1,297185,0.951,0.259
Sepiidae,0.863,89.96,4wDBtEqftZUGtU0ftKW8ka,0.0318,Sepiidae,54uNB5xGn23ZxdXR1wu84J,0.0429,audio_features,electronic,1MmDdgAqPcu3lOhbLIEYd1,-13.829,0.374,2024-06-28,https://api.spotify.com/v1/audio-analysis/4wDBtEqftZUGtU0ftKW8ka,10,4wDBtEqftZUGtU0ftKW8ka,https://api.spotify.com/v1/tracks/4wDBtEqftZUGtU0ftKW8ka,0.108,4,nordic,spotify:track:4wDBtEqftZUGtU0ftKW8ka,Rachael Philip,Nordic Electronica,7,1,342700,0.769,0.268
Carry Me Away,0.918,102.462,1dIZioPSwoXHfZsKe6I71b,0.031,Carry Me Away,54uNB5xGn23ZxdXR1wu84J,0.104,audio_features,electronic,4wLYaS2GgD5sTNOQ6P6DD6,-18.539,0.2,2024-09-06,https://api.spotify.com/v1/audio-analysis/1dIZioPSwoXHfZsKe6I71b,30,1dIZioPSwoXHfZsKe6I71b,https://api.spotify.com/v1/tracks/1dIZioPSwoXHfZsKe6I71b,0.156,4,nordic,spotify:track:1dIZioPSwoXHfZsKe6I71b,From Somewhere Quiet,Nordic Electronica,11,1,132200,0.881,0.139
petals,0.965,94.383,5kTpPuLVpSkJElnLmZXOBL,0.0408,petals,54uNB5xGn23ZxdXR1wu84J,0.0615,audio_features,electronic,5MT2NBVQFPQUxzKxVPss6D,-27.884,0.117,2024-09-06,https://api.spotify.com/v1/audio-analysis/5kTpPuLVpSkJElnLmZXOBL,12,5kTpPuLVpSkJElnLmZXOBL,https://api.spotify.com/v1/tracks/5kTpPuLVpSkJElnLmZXOBL,0.0973,1,nordic,spotify:track:5kTpPuLVpSkJElnLmZXOBL,springwell.,Nordic Electronica,8,1,123636,0.995,0.0293
Ocean Whispers,0.921,56.162,3GJjSqfjywn95iuykliMFx,0.0429,Where Nothing Is Forgotten,54uNB5xGn23ZxdXR1wu84J,0.0302,audio_features,electronic,0AbGrpEOisnUKJ7GoJDzqB,-20.13,0.0594,2023-10-27,https://api.spotify.com/v1/audio-analysis/3GJjSqfjywn95iuykliMFx,19,3GJjSqfjywn95iuykliMFx,https://api.spotify.com/v1/tracks/3GJjSqfjywn95iuykliMFx,0.0597,4,nordic,spotify:track:3GJjSqfjywn95iuykliMFx,Kyle Preston,Nordic Electronica,4,1,237351,0.895,0.159
Distance,0.889,62.811,71WIJpEaq2p4IDQkLge0MX,0.036,"Breathe Out Black Out, Pt. 2",54uNB5xGn23ZxdXR1wu84J,0.0381,audio_features,electronic,1ut6B7i36aC2tYAcbTMu0y,-19.137,0.0673,2021-06-04,https://api.spotify.com/v1/audio-analysis/71WIJpEaq2p4IDQkLge0MX,10,71WIJpEaq2p4IDQkLge0MX,https://api.spotify.com/v1/tracks/71WIJpEaq2p4IDQkLge0MX,0.0482,3,nordic,spotify:track:71WIJpEaq2p4IDQkLge0MX,Immanu El,Nordic Electronica,0,1,422250,0.504,0.259
Regnbågsmoln,0.805,75.954,1XzROHlEh9OSUhBoNtiTwX,0.0386,Regnbågsmoln,54uNB5xGn23ZxdXR1wu84J,0.0394,audio_features,electronic,31HpPtaUJX5P7Ur2Eugy3Y,-21.461,0.125,2024-02-02,https://api.spotify.com/v1/audio-analysis/1XzROHlEh9OSUhBoNtiTwX,7,1XzROHlEh9OSUhBoNtiTwX,https://api.spotify.com/v1/tracks/1XzROHlEh9OSUhBoNtiTwX,0.108,3,nordic,spotify:track:1XzROHlEh9OSUhBoNtiTwX,"Klangriket, Sjors Mans",Nordic Electronica,7,0,222000,0.979,0.0541
valnera,0.944,82.862,5NCmJcWexAooSlOb0oHCpo,0.0319,valnera,54uNB5xGn23ZxdXR1wu84J,0.203,audio_features,electronic,6MPq9w1eLSo4CvJ1S0Alug,-22.078,0.173,2023-12-08,https://api.spotify.com/v1/audio-analysis/5NCmJcWexAooSlOb0oHCpo,10,5NCmJcWexAooSlOb0oHCpo,https://api.spotify.com/v1/tracks/5NCmJcWexAooSlOb0oHCpo,0.107,3,nordic,spotify:track:5NCmJcWexAooSlOb0oHCpo,Orvallo,Nordic Electronica,6,0,241714,0.968,0.0799
Hope and a Future,0.796,77.711,1J80gYWjk548MuSagguM0j,0.0387,Hope and a Future,54uNB5xGn23ZxdXR1wu84J,0.0327,audio_features,electronic,7xgXH2pqlL1Mctcze1xgES,-18.646,0.138,2024-02-23,https://api.spotify.com/v1/audio-analysis/1J80gYWjk548MuSagguM0j,25,1J80gYWjk548MuSagguM0j,https://api.spotify.com/v1/tracks/1J80gYWjk548MuSagguM0j,0.0938,5,nordic,spotify:track:1J80gYWjk548MuSagguM0j,Raphah,Nordic Electronica,9,1,201920,0.913,0.201
First Heartbeat,0.955,127.457,4K5zf7oUu6GLuaBWUlOEQw,0.04,First Heartbeat,54uNB5xGn23ZxdXR1wu84J,0.26,audio_features,electronic,4VOhF0EqcPeAwwjmuOGGrc,-24.252,0.377,2024-04-12,https://api.spotify.com/v1/audio-analysis/4K5zf7oUu6GLuaBWUlOEQw,48,4K5zf7oUu6GLuaBWUlOEQw,https://api.spotify.com/v1/tracks/4K5zf7oUu6GLuaBWUlOEQw,0.0926,3,nordic,spotify:track:4K5zf7oUu6GLuaBWUlOEQw,Sarah Watson,Nordic Electronica,6,1,91618,0.989,0.145
No3 | Madrugada,0.862,126.368,7C0H5m3j0JkkwNgN7l6va5,0.0335,No3 | Madrugada,54uNB5xGn23ZxdXR1wu84J,0.326,audio_features,electronic,4eS2TIvu9pWy6Q2JWz7gln,-29.901,0.359,2024-05-20,https://api.spotify.com/v1/audio-analysis/7C0H5m3j0JkkwNgN7l6va5,27,7C0H5m3j0JkkwNgN7l6va5,https://api.spotify.com/v1/tracks/7C0H5m3j0JkkwNgN7l6va5,0.0976,3,nordic,spotify:track:7C0H5m3j0JkkwNgN7l6va5,Andreas Hauschild,Nordic Electronica,3,0,182000,0.991,0.0325
Siren Songs,0.876,78.014,3gaMGIpcidndmXJvUtqukN,0.0426,I Can See Time,54uNB5xGn23ZxdXR1wu84J,0.0921,audio_features,electronic,2nAXAjg7A8He5DkjmK28G2,-17.991,0.15,2024-05-30,https://api.spotify.com/v1/audio-analysis/3gaMGIpcidndmXJvUtqukN,5,3gaMGIpcidndmXJvUtqukN,https://api.spotify.com/v1/tracks/3gaMGIpcidndmXJvUtqukN,0.346,3,nordic,spotify:track:3gaMGIpcidndmXJvUtqukN,"Negative Architecture, Floating Shrine",Nordic Electronica,9,1,242000,0.764,0.399
In Bloom,0.914,65.143,40aEtSuHuWv8lTHcsgF7pD,0.0387,In Bloom,54uNB5xGn23ZxdXR1wu84J,0.0338,audio_features,electronic,4p55MB2yZu1aCDHWseLKbj,-17.235,0.0597,2023-06-09,https://api.spotify.com/v1/audio-analysis/40aEtSuHuWv8lTHcsgF7pD,12,40aEtSuHuWv8lTHcsgF7pD,https://api.spotify.com/v1/tracks/40aEtSuHuWv8lTHcsgF7pD,0.0756,3,nordic,spotify:track:40aEtSuHuWv8lTHcsgF7pD,Antonio Ministeri,Nordic Electronica,4,1,220046,0.917,0.155
Latitude,0.947,72.346,4yq6uDtC2FKIivqwlAWUb9,0.0516,Latitude,54uNB5xGn23ZxdXR1wu84J,0.089,audio_features,electronic,2TAq0XBRncS9NuqEYmVuW3,-29.018,0.531,2024-06-21,https://api.spotify.com/v1/audio-analysis/4yq6uDtC2FKIivqwlAWUb9,12,4yq6uDtC2FKIivqwlAWUb9,https://api.spotify.com/v1/tracks/4yq6uDtC2FKIivqwlAWUb9,0.105,4,nordic,spotify:track:4yq6uDtC2FKIivqwlAWUb9,George Ian Hewitt,Nordic Electronica,7,1,110004,0.995,0.0348
I Opened A Book,0.926,99.779,13Bb92q8dBZLtRsvpNBpoP,0.0339,I Opened A Book,54uNB5xGn23ZxdXR1wu84J,0.0455,audio_features,electronic,2YYqRyUOxNqTe31arLxu8L,-24.076,0.304,2023-04-21,https://api.spotify.com/v1/audio-analysis/13Bb92q8dBZLtRsvpNBpoP,15,13Bb92q8dBZLtRsvpNBpoP,https://api.spotify.com/v1/tracks/13Bb92q8dBZLtRsvpNBpoP,0.0896,3,nordic,spotify:track:13Bb92q8dBZLtRsvpNBpoP,Have a Cigar,Nordic Electronica,7,1,251100,0.961,0.151
Arla,0.906,69.916,22zqbENt1tuNbryKb1xknj,0.0374,Arla,54uNB5xGn23ZxdXR1wu84J,0.0379,audio_features,electronic,3PoPjpMuhvB37QUKMzGv0b,-18.787,0.202,2024-10-17,https://api.spotify.com/v1/audio-analysis/22zqbENt1tuNbryKb1xknj,5,22zqbENt1tuNbryKb1xknj,https://api.spotify.com/v1/tracks/22zqbENt1tuNbryKb1xknj,0.094,3,nordic,spotify:track:22zqbENt1tuNbryKb1xknj,24th and Haven,Nordic Electronica,0,1,216000,0.971,0.156
Dreamy Sky,0.893,72.496,5rBB90ULM2dBokcaDrKBsD,0.0345,Dreamy Sky,54uNB5xGn23ZxdXR1wu84J,0.163,audio_features,electronic,2Z6Mo4FaFQKsJ7fRAG6bWk,-21.397,0.222,2023-04-11,https://api.spotify.com/v1/audio-analysis/5rBB90ULM2dBokcaDrKBsD,9,5rBB90ULM2dBokcaDrKBsD,https://api.spotify.com/v1/tracks/5rBB90ULM2dBokcaDrKBsD,0.0926,5,nordic,spotify:track:5rBB90ULM2dBokcaDrKBsD,Ashot Danielyan,Nordic Electronica,6,0,170000,0.884,0.188
Multatuli,0.931,136.794,0t7DyYjM5xJvL6Xrqlvhw0,0.0448,Kreise,54uNB5xGn23ZxdXR1wu84J,0.0523,audio_features,electronic,29KSI56Q1yzSVVQ4Jd9TEa,-26.75,0.24,2024-06-21,https://api.spotify.com/v1/audio-analysis/0t7DyYjM5xJvL6Xrqlvhw0,7,0t7DyYjM5xJvL6Xrqlvhw0,https://api.spotify.com/v1/tracks/0t7DyYjM5xJvL6Xrqlvhw0,0.0566,4,nordic,spotify:track:0t7DyYjM5xJvL6Xrqlvhw0,Jakob Balogh,Nordic Electronica,2,0,218639,0.994,0.0115
Fireflies / Cloud of Starlings,0.922,114.767,7wC4x5e0YbmFqDTz33MYMr,0.0481,Fireflies,54uNB5xGn23ZxdXR1wu84J,0.038,audio_features,electronic,4T6gvBFOrvLKMXEjUFlUUy,-16.113,0.169,2024-05-02,https://api.spotify.com/v1/audio-analysis/7wC4x5e0YbmFqDTz33MYMr,7,7wC4x5e0YbmFqDTz33MYMr,https://api.spotify.com/v1/tracks/7wC4x5e0YbmFqDTz33MYMr,0.0707,4,nordic,spotify:track:7wC4x5e0YbmFqDTz33MYMr,24th and Haven,Nordic Electronica,0,1,200837,0.782,0.25
Munin,0.911,76.716,2zMCqWUSqlp3J72eZ8p72U,0.0343,Munin - Be Still The Earth Rework,54uNB5xGn23ZxdXR1wu84J,0.0457,audio_features,electronic,6Og3uuLVH6aUUbCWkAL0MY,-24.198,0.142,2024-05-10,https://api.spotify.com/v1/audio-analysis/2zMCqWUSqlp3J72eZ8p72U,6,2zMCqWUSqlp3J72eZ8p72U,https://api.spotify.com/v1/tracks/2zMCqWUSqlp3J72eZ8p72U,0.133,4,nordic,spotify:track:2zMCqWUSqlp3J72eZ8p72U,"Stilhed, Be Still the Earth",Nordic Electronica,0,1,201375,0.78,0.172
Resonance,0.83,66.754,3EzLqzSVxa4Bf1FI7UiCdJ,0.0367,Resonance,54uNB5xGn23ZxdXR1wu84J,0.0389,audio_features,electronic,2e84itcJJkAQ2jYX9e0TVe,-26.699,0.0658,2024-05-10,https://api.spotify.com/v1/audio-analysis/3EzLqzSVxa4Bf1FI7UiCdJ,37,3EzLqzSVxa4Bf1FI7UiCdJ,https://api.spotify.com/v1/tracks/3EzLqzSVxa4Bf1FI7UiCdJ,0.115,4,nordic,spotify:track:3EzLqzSVxa4Bf1FI7UiCdJ,Christopher Galovan,Nordic Electronica,0,1,145267,0.925,0.0525
