key,track_artist,energy,track_id,liveness,speechiness,track_popularity,playlist_subgenre,time_signature,track_href,valence,id,track_album_release_date,uri,danceability,tempo,playlist_name,track_album_name,duration_ms,analysis_url,instrumentalness,type,track_album_id,playlist_genre,track_name,playlist_id,acousticness,loudness,mode
10,Tion Wayne,0.62,1zEtEb820Vwe9giuUFXH7H,0.211,0.43,48,drill,4,https://api.spotify.com/v1/tracks/1zEtEb820Vwe9giuUFXH7H,0.638,1zEtEb820Vwe9giuUFXH7H,2021-06-03,spotify:track:1zEtEb820Vwe9giuUFXH7H,0.811,139.927,UK Drill,Wow,173571,https://api.spotify.com/v1/audio-analysis/1zEtEb820Vwe9giuUFXH7H,0,audio_features,50GEiFeJvh61ifn8ZWyH4Y,hip-hop,Wow,652TD735fW0JesE9VgHhzS,0.1,-4.82,0
5,"Headie One, Drake",0.826,4OENnoidV0h8gJV6bhrw7r,0.254,0.27,56,drill,4,https://api.spotify.com/v1/tracks/4OENnoidV0h8gJV6bhrw7r,0.804,4OENnoidV0h8gJV6bhrw7r,2020-07-20,spotify:track:4OENnoidV0h8gJV6bhrw7r,0.68,146.95,UK Drill,Only You Freestyle,248937,https://api.spotify.com/v1/audio-analysis/4OENnoidV0h8gJV6bhrw7r,0,audio_features,5L6DR2YmRLRZ4CmR91l3Z4,hip-hop,Only You Freestyle,652TD735fW0JesE9VgHhzS,0.562,-2.561,1
8,Jabs CPT,0.769,54zKg7TmBLcYj1zPFbv82x,0.139,0.0431,10,gqom,4,https://api.spotify.com/v1/tracks/54zKg7TmBLcYj1zPFbv82x,0.357,54zKg7TmBLcYj1zPFbv82x,2024-10-25,spotify:track:54zKg7TmBLcYj1zPFbv82x,0.702,127.003,Gqom Nation,"Forever Greatful Album, Vol. 4",349649,https://api.spotify.com/v1/audio-analysis/54zKg7TmBLcYj1zPFbv82x,0.709,audio_features,46Tn8tGtVQjt9jNRxpNVKx,afrobeats,Kudala Bethetha,1FeOPC3HSdhf555jC8RipQ,0.0899,-11.458,0
2,Danger Shayumthetho & K-zin Isgebengu,0.659,66vGFsQ9vR4lVWTYQTjugL,0.136,0.0303,7,gqom,4,https://api.spotify.com/v1/tracks/66vGFsQ9vR4lVWTYQTjugL,0.0918,66vGFsQ9vR4lVWTYQTjugL,2024-10-04,spotify:track:66vGFsQ9vR4lVWTYQTjugL,0.6,124.017,Gqom Nation,The Next Big Thing Chapter 3,282044,https://api.spotify.com/v1/audio-analysis/66vGFsQ9vR4lVWTYQTjugL,0.217,audio_features,4nILk9YjHvjg3OxR4LUhFh,afrobeats,Intloko,1FeOPC3HSdhf555jC8RipQ,8.43e-05,-8.422,1
1,Mr Thela,0.651,2OBgyq2L6Bi62OVI3AZT2t,0.456,0.0691,40,gqom,4,https://api.spotify.com/v1/tracks/2OBgyq2L6Bi62OVI3AZT2t,0.161,2OBgyq2L6Bi62OVI3AZT2t,2024-09-13,spotify:track:2OBgyq2L6Bi62OVI3AZT2t,0.66,127.054,Gqom Nation,Thula Moya Wami,485719,https://api.spotify.com/v1/audio-analysis/2OBgyq2L6Bi62OVI3AZT2t,0.84,audio_features,2CJfgfKC9Vz0LKReR8Y8j3,afrobeats,Thula Moya Wami,1FeOPC3HSdhf555jC8RipQ,0.000244,-6.306,1
9,Assertive Fam,0.943,1HdRtykOuRkIKlHOrbzPCN,0.0649,0.0381,9,gqom,4,https://api.spotify.com/v1/tracks/1HdRtykOuRkIKlHOrbzPCN,0.265,1HdRtykOuRkIKlHOrbzPCN,2024-07-18,spotify:track:1HdRtykOuRkIKlHOrbzPCN,0.736,124.994,Gqom Nation,Cutting Corners,373315,https://api.spotify.com/v1/audio-analysis/1HdRtykOuRkIKlHOrbzPCN,0.846,audio_features,7EHc086vxi5pEQDXfbDgCE,afrobeats,Skylights,1FeOPC3HSdhf555jC8RipQ,0.00318,-7.028,0
6,"Jabs CPT, Sangzin",0.66,0NtVezWTHXpfb5TeRoetts,0.177,0.0399,11,gqom,4,https://api.spotify.com/v1/tracks/0NtVezWTHXpfb5TeRoetts,0.489,0NtVezWTHXpfb5TeRoetts,2024-05-22,spotify:track:0NtVezWTHXpfb5TeRoetts,0.795,127.008,Gqom Nation,Izinto Zam,349701,https://api.spotify.com/v1/audio-analysis/0NtVezWTHXpfb5TeRoetts,0.0456,audio_features,6LMd0SzUDd6L6C3DeJmBHw,afrobeats,Izinto Zam,1FeOPC3HSdhf555jC8RipQ,0.173,-11.93,0
11,Assertive Fam,0.897,0Daq4v36DLd9rKXMKybwSX,0.145,0.0374,9,gqom,4,https://api.spotify.com/v1/tracks/0Daq4v36DLd9rKXMKybwSX,0.43,0Daq4v36DLd9rKXMKybwSX,2024-05-22,spotify:track:0Daq4v36DLd9rKXMKybwSX,0.803,125.007,Gqom Nation,Demons,406265,https://api.spotify.com/v1/audio-analysis/0Daq4v36DLd9rKXMKybwSX,0.649,audio_features,1NGcsrZtl7jnTQ46ED4ghV,afrobeats,Demons,1FeOPC3HSdhf555jC8RipQ,0.00498,-8.172,1
10,"Mr Thela, Peace",0.852,2Se4sU0DGJT8IS0JuraRqr,0.454,0.0456,38,gqom,4,https://api.spotify.com/v1/tracks/2Se4sU0DGJT8IS0JuraRqr,0.413,2Se4sU0DGJT8IS0JuraRqr,2024-05-03,spotify:track:2Se4sU0DGJT8IS0JuraRqr,0.751,122.035,Gqom Nation,Buya Nini,379703,https://api.spotify.com/v1/audio-analysis/2Se4sU0DGJT8IS0JuraRqr,0.00662,audio_features,6g6Lvgwsx7k0bpMn2l5ngO,afrobeats,Buya Nini,1FeOPC3HSdhf555jC8RipQ,0.0469,-8.238,0
1,Assertive Fam,0.722,71NTMFwUqQjBDTdxTLHIAL,0.0696,0.0349,11,gqom,4,https://api.spotify.com/v1/tracks/71NTMFwUqQjBDTdxTLHIAL,0.516,71NTMFwUqQjBDTdxTLHIAL,2024-05-01,spotify:track:71NTMFwUqQjBDTdxTLHIAL,0.685,125.018,Gqom Nation,Chilled Rhythms,391540,https://api.spotify.com/v1/audio-analysis/71NTMFwUqQjBDTdxTLHIAL,0.108,audio_features,2IQGrLWceNc67XllqUhtxJ,afrobeats,Street Fighter,1FeOPC3HSdhf555jC8RipQ,0.0017,-7.223,0
1,"Master Dee, Ujeje, uBizza Wethu",0.866,2ZpRzrCgflS6sSyVKB0LTP,0.0699,0.0288,9,gqom,4,https://api.spotify.com/v1/tracks/2ZpRzrCgflS6sSyVKB0LTP,0.401,2ZpRzrCgflS6sSyVKB0LTP,2024-04-26,spotify:track:2ZpRzrCgflS6sSyVKB0LTP,0.694,126.02,Gqom Nation,There's Gospel In Gqom,356176,https://api.spotify.com/v1/audio-analysis/2ZpRzrCgflS6sSyVKB0LTP,0.84,audio_features,0B8yBuKc1XHZOr5uVdSuMR,afrobeats,Element Of God,1FeOPC3HSdhf555jC8RipQ,0.0361,-7.275,1
1,Ace no Tebza,0.963,5jEHZgA14rN7x9yWaP39xR,0.0727,0.0405,7,gqom,4,https://api.spotify.com/v1/tracks/5jEHZgA14rN7x9yWaP39xR,0.842,5jEHZgA14rN7x9yWaP39xR,2024-04-19,spotify:track:5jEHZgA14rN7x9yWaP39xR,0.748,127.015,Gqom Nation,Ziyakhala Kemanje,344633,https://api.spotify.com/v1/audio-analysis/5jEHZgA14rN7x9yWaP39xR,0.73,audio_features,2TgAeGfsfcg3HsjeC7LKqA,afrobeats,Ziyakhala Kemanje,1FeOPC3HSdhf555jC8RipQ,0.00212,-6.961,1
11,Ace no Tebza,0.979,6XNGIZ5ZZ99LiSBZzjOV8i,0.105,0.0408,8,gqom,4,https://api.spotify.com/v1/tracks/6XNGIZ5ZZ99LiSBZzjOV8i,0.334,6XNGIZ5ZZ99LiSBZzjOV8i,2024-04-19,spotify:track:6XNGIZ5ZZ99LiSBZzjOV8i,0.758,127.027,Gqom Nation,Not The Normal One,336849,https://api.spotify.com/v1/audio-analysis/6XNGIZ5ZZ99LiSBZzjOV8i,0.789,audio_features,1GwnqrwgTeaZHhlWc2d2yr,afrobeats,Not The Normal One,1FeOPC3HSdhf555jC8RipQ,0.000491,-7.7,0
8,"Bee DeeJay, Luzzar, Dj Ndista",0.798,1CWJB74MqtqZmktihFjbHG,0.163,0.0347,7,gqom,4,https://api.spotify.com/v1/tracks/1CWJB74MqtqZmktihFjbHG,0.382,1CWJB74MqtqZmktihFjbHG,2024-03-28,spotify:track:1CWJB74MqtqZmktihFjbHG,0.756,126.968,Gqom Nation,Listen To The Kids,367882,https://api.spotify.com/v1/audio-analysis/1CWJB74MqtqZmktihFjbHG,0.908,audio_features,4aHoF5mE4xsw9ZG32VDmpe,afrobeats,Yayiva Chomi? - Instrumental,1FeOPC3HSdhf555jC8RipQ,0.00414,-11.773,0
2,Sir Cara,0.92,1p00kHZiZbKWdlX1cOaWBv,0.0949,0.0339,7,gqom,4,https://api.spotify.com/v1/tracks/1p00kHZiZbKWdlX1cOaWBv,0.34,1p00kHZiZbKWdlX1cOaWBv,2024-03-15,spotify:track:1p00kHZiZbKWdlX1cOaWBv,0.679,126.04,Gqom Nation,Album 4 Zahara,342570,https://api.spotify.com/v1/audio-analysis/1p00kHZiZbKWdlX1cOaWBv,0.035,audio_features,4MDhug7NtA8SJ5IYzaXlWe,afrobeats,Sobuya Sibonane,1FeOPC3HSdhf555jC8RipQ,0.00236,-7.865,1
2,"Cairo CPT, Don Vino",0.783,24rJTidr3soAlSzPSwNlMU,0.103,0.0322,33,gqom,4,https://api.spotify.com/v1/tracks/24rJTidr3soAlSzPSwNlMU,0.344,24rJTidr3soAlSzPSwNlMU,2024-03-22,spotify:track:24rJTidr3soAlSzPSwNlMU,0.718,120.02,Gqom Nation,Oh My Sax,323952,https://api.spotify.com/v1/audio-analysis/24rJTidr3soAlSzPSwNlMU,0.763,audio_features,1JKNN3kiAVnbR51tvcxxNr,afrobeats,Oh My Sax,1FeOPC3HSdhf555jC8RipQ,0.000912,-7.71,1
11,"Goldmax, Dlala Thukzin, Funky Qla, Zee Nxumalo, Beast Rsa",0.5,7ir1pK0mSBVZLoqUPbmous,0.112,0.0435,49,gqom,4,https://api.spotify.com/v1/tracks/7ir1pK0mSBVZLoqUPbmous,0.189,7ir1pK0mSBVZLoqUPbmous,2024-03-08,spotify:track:7ir1pK0mSBVZLoqUPbmous,0.843,121.999,Gqom Nation,FOMO,273350,https://api.spotify.com/v1/audio-analysis/7ir1pK0mSBVZLoqUPbmous,0.799,audio_features,5T7HjJfRNBLJg8zqkLPPeD,afrobeats,FOMO,1FeOPC3HSdhf555jC8RipQ,0.0258,-10.155,1
1,"Rhass, Mapressa, Dj Ndista, Luzzar",0.799,5OoNbDroAXPGK7mmw4tc6a,0.144,0.0399,21,gqom,4,https://api.spotify.com/v1/tracks/5OoNbDroAXPGK7mmw4tc6a,0.269,5OoNbDroAXPGK7mmw4tc6a,2024-02-29,spotify:track:5OoNbDroAXPGK7mmw4tc6a,0.805,126.027,Gqom Nation,Ngenyimini,369084,https://api.spotify.com/v1/audio-analysis/5OoNbDroAXPGK7mmw4tc6a,0.00613,audio_features,2PXucvDNaIqvX8FVy8e28B,afrobeats,Ngenyimini,1FeOPC3HSdhf555jC8RipQ,0.0253,-11.008,0
11,Cairo CPT,0.928,4Okd8O0SKzzqmTyU2FtTv6,0.065,0.0339,32,gqom,4,https://api.spotify.com/v1/tracks/4Okd8O0SKzzqmTyU2FtTv6,0.612,4Okd8O0SKzzqmTyU2FtTv6,2021-06-27,spotify:track:4Okd8O0SKzzqmTyU2FtTv6,0.787,127.023,Gqom Nation,Cheers To Good Music,368086,https://api.spotify.com/v1/audio-analysis/4Okd8O0SKzzqmTyU2FtTv6,0.775,audio_features,3gbomPHetRywr9vS1bYtR4,afrobeats,Sicel'Imithandazo,1FeOPC3HSdhf555jC8RipQ,0.0391,-9.052,1
1,"Cairo CPT, Xola Sofuthe",0.987,49ezMOQKIEatQZIygP0Myg,0.0697,0.0391,28,gqom,4,https://api.spotify.com/v1/tracks/49ezMOQKIEatQZIygP0Myg,0.756,49ezMOQKIEatQZIygP0Myg,2023-03-26,spotify:track:49ezMOQKIEatQZIygP0Myg,0.782,127.009,Gqom Nation,The Sunday School,373416,https://api.spotify.com/v1/audio-analysis/49ezMOQKIEatQZIygP0Myg,0.723,audio_features,7HZKQP6rRZRZh3hEv1xChi,afrobeats,Sinomhlobo,1FeOPC3HSdhf555jC8RipQ,0.0358,-8.221,1
8,"Mr Thela, Njelic",0.891,4PkzeTYPMBXdjhEW6RsbPt,0.119,0.0722,41,gqom,4,https://api.spotify.com/v1/tracks/4PkzeTYPMBXdjhEW6RsbPt,0.26,4PkzeTYPMBXdjhEW6RsbPt,2023-11-17,spotify:track:4PkzeTYPMBXdjhEW6RsbPt,0.701,123.992,Gqom Nation,Tronics Land Series 2,435504,https://api.spotify.com/v1/audio-analysis/4PkzeTYPMBXdjhEW6RsbPt,0.0844,audio_features,7enwXRokiAliOKBLROnp2I,afrobeats,Kwandonga Ziyaduma,1FeOPC3HSdhf555jC8RipQ,0.00621,-7.501,1
2,"UJeje, UBizza Wethu",0.903,3xEkn2pxj3PKAWlZDf5Ogt,0.334,0.0332,21,gqom,4,https://api.spotify.com/v1/tracks/3xEkn2pxj3PKAWlZDf5Ogt,0.123,3xEkn2pxj3PKAWlZDf5Ogt,2022-12-02,spotify:track:3xEkn2pxj3PKAWlZDf5Ogt,0.675,127.002,Gqom Nation,Musical Journey,357799,https://api.spotify.com/v1/audio-analysis/3xEkn2pxj3PKAWlZDf5Ogt,0.685,audio_features,3kG8fz28EeFo0iSmhUgjx8,afrobeats,No Contest (Broken kick),1FeOPC3HSdhf555jC8RipQ,0.00103,-7.629,1
11,"Rhass, Mshayi, Mr Thela",0.739,6afCbMMsJ8ID72rRzPW9Kl,0.0956,0.0327,30,gqom,4,https://api.spotify.com/v1/tracks/6afCbMMsJ8ID72rRzPW9Kl,0.394,6afCbMMsJ8ID72rRzPW9Kl,2020-10-16,spotify:track:6afCbMMsJ8ID72rRzPW9Kl,0.716,126.024,Gqom Nation,S'yophanda,367935,https://api.spotify.com/v1/audio-analysis/6afCbMMsJ8ID72rRzPW9Kl,0.0864,audio_features,3ZJN8isHEXCJJbQC9i8Kia,afrobeats,S'yophanda,1FeOPC3HSdhf555jC8RipQ,0.00209,-8.904,0
6,"Skinny Fabulous, Machel Montano, Bunji Garlin",0.914,2XRkyBiKyHPyJ0krDmK4MA,0.0814,0.188,47,carnival,4,https://api.spotify.com/v1/tracks/2XRkyBiKyHPyJ0krDmK4MA,0.837,2XRkyBiKyHPyJ0krDmK4MA,2019-01-04,spotify:track:2XRkyBiKyHPyJ0krDmK4MA,0.745,149.971,Carnival Soca,Famalay,199021,https://api.spotify.com/v1/audio-analysis/2XRkyBiKyHPyJ0krDmK4MA,2.69e-06,audio_features,6ZhAG5mWqLEq3ZB3C1dx5q,soca,Famalay,37i9dQZF1EIgiJlzHQW8eD,0.0393,-4.108,1
10,Machel Montano,0.944,08uIpFwr0W4XuoJqR7uuQa,0.329,0.175,41,carnival,4,https://api.spotify.com/v1/tracks/08uIpFwr0W4XuoJqR7uuQa,0.746,08uIpFwr0W4XuoJqR7uuQa,2015-02-04,spotify:track:08uIpFwr0W4XuoJqR7uuQa,0.804,133.97,Carnival Soca,Monk Monté,189657,https://api.spotify.com/v1/audio-analysis/08uIpFwr0W4XuoJqR7uuQa,0,audio_features,6lwmNrIkDEUTo8z45DzLc6,soca,Like Ah Boss,37i9dQZF1EIgiJlzHQW8eD,0.105,-1.139,0
8,"Kes, Nailah Blackman",0.848,3BlI8WbmqInpjM0z3k4L63,0.299,0.0979,40,carnival,4,https://api.spotify.com/v1/tracks/3BlI8WbmqInpjM0z3k4L63,0.606,3BlI8WbmqInpjM0z3k4L63,2016-12-20,spotify:track:3BlI8WbmqInpjM0z3k4L63,0.808,130.021,Carnival Soca,Workout (feat. Nailah Blackman),238154,https://api.spotify.com/v1/audio-analysis/3BlI8WbmqInpjM0z3k4L63,0,audio_features,2LIZ7qauUnT1VdAYpD4YLe,soca,Workout,37i9dQZF1EIgiJlzHQW8eD,0.0783,-5.518,1
0,Erphaan Alves,0.797,2WrTWu4NveSrw7rrzP8rjs,0.091,0.0412,45,carnival,4,https://api.spotify.com/v1/tracks/2WrTWu4NveSrw7rrzP8rjs,0.351,2WrTWu4NveSrw7rrzP8rjs,2017-09-12,spotify:track:2WrTWu4NveSrw7rrzP8rjs,0.792,110.034,Carnival Soca,Overdue,177926,https://api.spotify.com/v1/audio-analysis/2WrTWu4NveSrw7rrzP8rjs,0.00489,audio_features,4FegSpedKbzfPkmhjUbzd3,soca,Overdue,37i9dQZF1EIgiJlzHQW8eD,0.0123,-5.748,1
6,GBM Nutron,0.824,0lLdIhIPkqfpnYmcFPmoDm,0.105,0.0482,43,carnival,4,https://api.spotify.com/v1/tracks/0lLdIhIPkqfpnYmcFPmoDm,0.573,0lLdIhIPkqfpnYmcFPmoDm,2018-11-16,spotify:track:0lLdIhIPkqfpnYmcFPmoDm,0.836,106.012,Carnival Soca,Practice,185660,https://api.spotify.com/v1/audio-analysis/0lLdIhIPkqfpnYmcFPmoDm,0.00534,audio_features,5Pr8mUUQqZb8bKS8N5B977,soca,Practice,37i9dQZF1EIgiJlzHQW8eD,0.164,-4.591,1
6,Mical Teja,0.919,1oYSSsFMMkPsgNNEzFh6M4,0.0604,0.0401,39,carnival,4,https://api.spotify.com/v1/tracks/1oYSSsFMMkPsgNNEzFh6M4,0.861,1oYSSsFMMkPsgNNEzFh6M4,2023-12-10,spotify:track:1oYSSsFMMkPsgNNEzFh6M4,0.736,107.991,Carnival Soca,Runaway,226667,https://api.spotify.com/v1/audio-analysis/1oYSSsFMMkPsgNNEzFh6M4,0.000179,audio_features,16kDomewgNuS13Di0K6s2X,soca,Runaway,37i9dQZF1EIgiJlzHQW8eD,0.331,-3.608,1
1,Bunji Garlin,0.943,4LeGXUArvKORbcrykE26q3,0.31,0.209,41,carnival,4,https://api.spotify.com/v1/tracks/4LeGXUArvKORbcrykE26q3,0.897,4LeGXUArvKORbcrykE26q3,2022-11-25,spotify:track:4LeGXUArvKORbcrykE26q3,0.666,159.996,Carnival Soca,Hard Fete,230438,https://api.spotify.com/v1/audio-analysis/4LeGXUArvKORbcrykE26q3,0,audio_features,0cyOjKcrLq7hPNrwCDFLMK,soca,Hard Fete,37i9dQZF1EIgiJlzHQW8eD,0.387,-4.474,1
4,Alison Hinds,0.902,47JAnoEyucOxF3vHoIGs4U,0.367,0.0717,37,carnival,4,https://api.spotify.com/v1/tracks/47JAnoEyucOxF3vHoIGs4U,0.938,47JAnoEyucOxF3vHoIGs4U,2016-07-23,spotify:track:47JAnoEyucOxF3vHoIGs4U,0.94,116.066,Carnival Soca,Born Wit It (Bumpa Riddim),202449,https://api.spotify.com/v1/audio-analysis/47JAnoEyucOxF3vHoIGs4U,0,audio_features,35TKuPeg7ZXBmwHDuoQ65g,soca,Born Wit It (Bumpa Riddim),37i9dQZF1EIgiJlzHQW8eD,0.123,-3.135,1
5,Voice,0.951,5eNR7uRphqgPmR5bD6IyLg,0.068,0.191,35,carnival,4,https://api.spotify.com/v1/tracks/5eNR7uRphqgPmR5bD6IyLg,0.821,5eNR7uRphqgPmR5bD6IyLg,2022-12-10,spotify:track:5eNR7uRphqgPmR5bD6IyLg,0.682,130.207,Carnival Soca,Long Live Soca,225252,https://api.spotify.com/v1/audio-analysis/5eNR7uRphqgPmR5bD6IyLg,0,audio_features,4jGyY87LLAPr9OKPZAeIkd,soca,Long Live Soca,37i9dQZF1EIgiJlzHQW8eD,0.143,-3.957,0
8,Electra,0.331,4XagBRVqOiMShocifucrgd,0.0713,0.0529,22,italo,4,https://api.spotify.com/v1/tracks/4XagBRVqOiMShocifucrgd,0.804,4XagBRVqOiMShocifucrgd,1993-01-01,spotify:track:4XagBRVqOiMShocifucrgd,0.853,119.627,Italo Disco Classics,"Star Funk, Vol. 9",376000,https://api.spotify.com/v1/audio-analysis/4XagBRVqOiMShocifucrgd,0.61,audio_features,6MIgfukswDqIZZmByAON39,disco,Feels Good - Carrots & Beets,2cGRpeboqFBwbHvq4aNnhY,0.000494,-17.22,1
10,B.W.H.,0.736,2m77Y7RxnuQq6hQwfBFPvw,0.0974,0.0424,26,italo,4,https://api.spotify.com/v1/tracks/2m77Y7RxnuQq6hQwfBFPvw,0.987,2m77Y7RxnuQq6hQwfBFPvw,2016-10-26,spotify:track:2m77Y7RxnuQq6hQwfBFPvw,0.681,107.393,Italo Disco Classics,Livin' Up,402768,https://api.spotify.com/v1/audio-analysis/2m77Y7RxnuQq6hQwfBFPvw,0.602,audio_features,5IyZ1GScObnqiuRXDG3ray,disco,Stop,2cGRpeboqFBwbHvq4aNnhY,0.0588,-14.483,0
7,Casco,0.525,5WGb8DQRJD1CAP8842RGM8,0.173,0.0399,22,italo,4,https://api.spotify.com/v1/tracks/5WGb8DQRJD1CAP8842RGM8,0.573,5WGb8DQRJD1CAP8842RGM8,2014,spotify:track:5WGb8DQRJD1CAP8842RGM8,0.702,120.643,Italo Disco Classics,Cybernetic Love,370456,https://api.spotify.com/v1/audio-analysis/5WGb8DQRJD1CAP8842RGM8,0.128,audio_features,1IEPFsCBmjh3eZxPK2T4xO,disco,Cybernetic Love - Vocal,2cGRpeboqFBwbHvq4aNnhY,0.00237,-14.028,1
1,N.O.I.A.,0.761,6eqW2BVJj5YvaCa4zPh4zz,0.0549,0.0482,19,italo,4,https://api.spotify.com/v1/tracks/6eqW2BVJj5YvaCa4zPh4zz,0.431,6eqW2BVJj5YvaCa4zPh4zz,2015-02-16,spotify:track:6eqW2BVJj5YvaCa4zPh4zz,0.775,112.979,Italo Disco Classics,Stranger in a Strange Land,451500,https://api.spotify.com/v1/audio-analysis/6eqW2BVJj5YvaCa4zPh4zz,0.776,audio_features,5frZPYwMO9A1H0gWPOHnDR,disco,Stranger in a Strange Land - Club Mix 1983,2cGRpeboqFBwbHvq4aNnhY,0.0413,-10.463,1
7,Lectric Workers,0.823,02sglZZ8Lnf5ziy6rOMPtO,0.202,0.0381,14,italo,4,https://api.spotify.com/v1/tracks/02sglZZ8Lnf5ziy6rOMPtO,0.811,02sglZZ8Lnf5ziy6rOMPtO,2021-04-16,spotify:track:02sglZZ8Lnf5ziy6rOMPtO,0.569,125.237,Italo Disco Classics,Robot Is Systematic,532373,https://api.spotify.com/v1/audio-analysis/02sglZZ8Lnf5ziy6rOMPtO,0.00723,audio_features,7zuyEsq0FDKcK5L0UivczZ,disco,Robot Is Systematic (Vocal Version),2cGRpeboqFBwbHvq4aNnhY,3.81e-05,-8.555,1
0,Kroma,0.475,1NHWvgozr7Bp28urT7zCSc,0.0958,0.0496,13,italo,4,https://api.spotify.com/v1/tracks/1NHWvgozr7Bp28urT7zCSc,0.967,1NHWvgozr7Bp28urT7zCSc,2014,spotify:track:1NHWvgozr7Bp28urT7zCSc,0.897,132.148,Italo Disco Classics,Sexy Films,415030,https://api.spotify.com/v1/audio-analysis/1NHWvgozr7Bp28urT7zCSc,0.00778,audio_features,30W8FbMK0tf1XA412k6Mtg,disco,Sexy Films - Vocal,2cGRpeboqFBwbHvq4aNnhY,0.136,-13.23,1
1,Pino D'Angiò,0.788,0nHdPB5NA4xkoDoSLbREwD,0.0801,0.0547,52,italo,4,https://api.spotify.com/v1/tracks/0nHdPB5NA4xkoDoSLbREwD,0.961,0nHdPB5NA4xkoDoSLbREwD,2016-01-20,spotify:track:0nHdPB5NA4xkoDoSLbREwD,0.868,114.674,Italo Disco Classics,...Balla!,262457,https://api.spotify.com/v1/audio-analysis/0nHdPB5NA4xkoDoSLbREwD,2.6e-05,audio_features,1nFv7xx9OHyArzWuCke1yE,disco,Ma quale idea,2cGRpeboqFBwbHvq4aNnhY,0.0334,-4.321,1
4,Los Enanitos Verdes,0.69,62FQCSvSUSG3m9uajVkvWe,0.11,0.0307,55,spanish,4,https://api.spotify.com/v1/tracks/62FQCSvSUSG3m9uajVkvWe,0.676,62FQCSvSUSG3m9uajVkvWe,1999-01-01,spotify:track:62FQCSvSUSG3m9uajVkvWe,0.715,123.555,Spanish Rock Classics,Coleccion Aniversario,223147,https://api.spotify.com/v1/audio-analysis/62FQCSvSUSG3m9uajVkvWe,0.000657,audio_features,2KPLQ2qLxKlUj0ltGusgVc,rock,Lamento Boliviano,4pJvzaBmfEjNSEva1k2fkD,0.192,-8.172,0
9,Los Enanitos Verdes,0.837,11AnIo9kTnjhtD06y5Zd5O,0.322,0.032,59,spanish,4,https://api.spotify.com/v1/tracks/11AnIo9kTnjhtD06y5Zd5O,0.559,11AnIo9kTnjhtD06y5Zd5O,2002-01-01,spotify:track:11AnIo9kTnjhtD06y5Zd5O,0.726,120.04,Spanish Rock Classics,Amores Lejanos,295013,https://api.spotify.com/v1/audio-analysis/11AnIo9kTnjhtD06y5Zd5O,1.31e-05,audio_features,6JlMb03WAKr2QcilmUzRkC,rock,Amores Lejanos,4pJvzaBmfEjNSEva1k2fkD,0.257,-5.325,0
6,Juanes,0.851,4QLPUyOsRUTnoW8h7HFbZX,0.0771,0.0491,56,spanish,4,https://api.spotify.com/v1/tracks/4QLPUyOsRUTnoW8h7HFbZX,0.921,4QLPUyOsRUTnoW8h7HFbZX,2002-01-01,spotify:track:4QLPUyOsRUTnoW8h7HFbZX,0.663,95.019,Spanish Rock Classics,Un Día Normal,196893,https://api.spotify.com/v1/audio-analysis/4QLPUyOsRUTnoW8h7HFbZX,0,audio_features,2UJCnSqpR3AIuTvWYZLCp1,rock,Mala Gente,4pJvzaBmfEjNSEva1k2fkD,0.0992,-3.007,0
6,Camila,0.385,4LjyEL2sAQU7QZPC6GuTf6,0.0802,0.033,66,spanish,3,https://api.spotify.com/v1/tracks/4LjyEL2sAQU7QZPC6GuTf6,0.174,4LjyEL2sAQU7QZPC6GuTf6,2010-02-09,spotify:track:4LjyEL2sAQU7QZPC6GuTf6,0.258,174.167,Spanish Rock Classics,Dejarte De Amar,252293,https://api.spotify.com/v1/audio-analysis/4LjyEL2sAQU7QZPC6GuTf6,0,audio_features,0MPMiyavAbARflBlNGjIA6,rock,Bésame,4pJvzaBmfEjNSEva1k2fkD,0.0527,-8.143,0
9,Juanes,0.779,2VRArF8Mnmi1dHiHr1DlNE,0.0623,0.0391,58,spanish,4,https://api.spotify.com/v1/tracks/2VRArF8Mnmi1dHiHr1DlNE,0.978,2VRArF8Mnmi1dHiHr1DlNE,2002-01-01,spotify:track:2VRArF8Mnmi1dHiHr1DlNE,0.787,99.999,Spanish Rock Classics,Un Día Normal,205200,https://api.spotify.com/v1/audio-analysis/2VRArF8Mnmi1dHiHr1DlNE,0,audio_features,2UJCnSqpR3AIuTvWYZLCp1,rock,La Paga,4pJvzaBmfEjNSEva1k2fkD,0.0215,-3.559,1
5,Maná,0.794,2USyvcBpPjhW0rgiD2R8Bp,0.113,0.0326,55,spanish,4,https://api.spotify.com/v1/tracks/2USyvcBpPjhW0rgiD2R8Bp,0.907,2USyvcBpPjhW0rgiD2R8Bp,2010-03-16,spotify:track:2USyvcBpPjhW0rgiD2R8Bp,0.773,101.143,Spanish Rock Classics,Six Pack: Maná - EP,264600,https://api.spotify.com/v1/audio-analysis/2USyvcBpPjhW0rgiD2R8Bp,0.000354,audio_features,7gBsvCKyShR2OQ6h0RXF28,rock,Mariposa Traicionera,4pJvzaBmfEjNSEva1k2fkD,0.527,-4.954,0
